temperature,vibration,age,risk_fuzzy
37.454011884736246,2.6170568373590597,11.439917565671855,5.000000000000001
95.07143064099162,2.469787990719998,16.108646585999725,7.588130684015009
73.1993941811405,9.062545805210366,15.20321859580318,8.614389847881819
59.86584841970366,2.495461998495061,3.0779980938754736,0.0
15.601864044243651,2.71949726128631,2.984989394829478,1.6938634782555226
15.599452033620265,7.593982624179637,5.3634873548982664,8.371838952452972
5.8083612168199465,4.4973984245054,7.221494526820744,0.0
86.61761457749351,7.767105569551812,8.169111628169652,8.561613532317786
60.11150117432088,0.6536615756438524,13.593944336666905,5.01551145750152
70.80725777960456,4.875711936733843,1.133608643316708,8.262440293488329
2.0584494295802447,0.3361360018328263,0.6934540845213277,1.3375899842717631
96.99098521619943,0.6265320345535452,7.8382112588781805,8.667442247607532
83.24426408004217,9.06437453344411,13.94327384275961,8.614600847844704
21.233911067827616,1.3924537111759516,3.8687068591296514,1.5891919059665536
18.182496720710063,5.324206822752171,12.830089625125034,4.999999999999999
18.34045098534338,4.110956026007066,5.196562758805989,0.0
30.42422429595377,3.4734332625884266,17.721722176270326,4.999999999999999
52.475643163223786,8.998333456872725,17.91379888533233,8.606804210542377
43.194501864211574,0.218233967754895,5.945744085626529,4.999999999999999
29.122914019804192,6.637896861755891,4.599875079264811,8.161191387025452
61.18528947223795,9.633944342135504,8.226079441324625,6.783147746846228
13.949386065204184,5.60168183461842,4.810631703602974,0.0
29.214464853521815,9.368224620330919,13.447676865834072,8.64529320584683
36.63618432936917,0.5225787928602377,16.52129369096571,0.0
45.606998421703594,4.187933190741614,13.46184261822434,5.000000000000001
78.51759613930136,2.6015779096205116,16.48700894498699,6.9366979540697535
19.967378215835975,7.3082096498072975,7.939843244149483,8.312092855329448
51.42344384136116,9.812970904972467,3.126339414177217,8.671850634569248
59.24145688620425,2.565300624442478,14.759018947951843,5.0
4.645041271999773,6.5417460147407445,7.209490102831078,8.138479717118312
60.75448519014384,1.9809763275974013,13.42541650458265,5.094285085150396
17.052412368729154,5.653302545716099,5.412878839635313,0.0
6.505159298527952,4.639324866883362,1.6245926961334534,0.0
94.88855372533332,9.72005329631537,19.851635909755267,8.668383382884855
96.56320330745594,6.085272726964666,3.1240301586119856,8.665324757708408
80.83973481164611,3.495063720868188,19.768419879269622,6.362881581229697
30.46137691733707,1.1409578488793337,19.545598651328945,0.0
9.767211400638388,1.5124682873493456,15.876362078160792,0.0
68.42330265121569,2.2531692995123507,13.18845924163995,6.9464857422150725
44.01524937396013,2.50966661340298,11.556141005021694,5.0
12.203823484477883,8.506160578411379,17.322030907556695,8.537960416199416
49.51769101112702,5.612227882825249,5.788790432389758,4.999999999999999
3.4388521115218396,5.233909113743664,9.35362424969754,0.0
90.9320402078782,1.1476887186921747,12.387799387330038,8.617887241197012
25.87799816000169,8.60139693349435,8.223809517389821,8.55263007201067
66.2522284353982,7.228143032084837,8.54972908180536,6.615193877588111
31.171107608941096,0.6766836190000158,6.605693350041689,3.9803027055606126
52.00680211778108,7.078350972297686,11.28463633369072,5.715585766282027
54.67102793432797,5.4353821734264605,17.01149056030232,5.000000000000001
18.485445552552704,0.8172534574677826,4.030567560126257,1.6074475600011346
96.95846277645586,4.583006415286564,18.68866077506883,6.456634194377669
77.51328233611146,4.8469628713004695,13.781753074964593,6.7992797154326166
93.9498941564189,1.6577454016327575,16.465464253600604,8.647553786125835
89.48273504276489,9.456981470002823,11.123813852600232,8.65248602149666
59.78999788110851,8.49975371480662,15.59033402848127,8.536952172306066
92.18742350231169,6.690223373291083,0.3240079467893442,8.63130982486071
8.84925020519195,4.622955610006072,16.367608495590705,5.0
19.59828624191452,4.1176554158450855,0.8027771817073304,0.0
4.522728891053807,6.509734671509541,17.79826752725725,5.4353294356205435
32.53303307632643,5.4543186940690545,19.839254944772865,5.0
38.8677289689482,0.6227310588188562,5.881349243535556,4.773247854644832
27.134903177389592,5.125026487703317,4.206371125715873,0.0
82.87375091519293,8.064036172328395,15.307267277160815,8.502114542899069
35.67533266935893,4.59239877596958,5.060526818405064,5.0
28.093450968738075,0.5195657755426841,17.31124766344407,0.0
54.26960831582485,7.862781993840331,2.056851843149534,8.425036443017715
14.092422497476264,2.013637821359744,2.519103927587165,1.5515947160424464
80.21969807540397,2.5862083488803878,19.583031102012313,7.035186477839704
7.455064367977082,1.647063534322959,13.476777965400093,0.0
98.68869366005173,3.302150648714975,16.937744488579057,6.806431416336294
77.22447692966574,7.56751505688635,6.486587547030361,8.397645946976064
19.87156815341724,5.193858595039373,13.529674990412088,4.999999999999999
0.5522117123602399,2.048812741507126,11.884836546171943,0.0
81.54614284548342,8.778300781520409,12.06300240245894,8.578233928932864
70.68573438476172,8.795818549515293,13.650649190754432,8.580646349113767
72.90071680409874,8.70578425046007,11.50718346258197,8.56800632453906
77.12703466859458,2.3879621138153926,8.581247386053318,8.395718606189044
7.4044651734090365,4.512393441809881,5.518453887610937,0.0
35.84657285442726,9.849896561408752,15.37162661826404,8.672901371468303
11.586905952512971,7.7201247630999035,4.525448600063724,8.397187933733111
86.31034258755935,0.2716742122555982,13.847086123088284,8.557071828046752
62.329812682755794,0.6520459126049205,4.666656452986533,8.064058268891134
33.08980248526492,4.639313768123328,12.506603399089078,5.0
6.355835028602364,9.092202058615602,14.941565342580578,8.617773966180309
31.09823217156622,5.387017979527142,4.374277778130784,0.0
32.518332202674706,4.9781250803429025,1.1988660172261656,0.0
72.96061783380641,1.0547369995663058,2.6194748598834816,8.309479991250862
63.75574713552131,6.5678010472429404,12.119939345420509,5.648960593462621
88.72127425763266,8.221031606002255,16.98892812451471,8.59088435475092
